term,category,hasSyn,id,ext_id,remark
apopetalous,architecture,0,137,,
aposepalous,architecture,0,138,,
aposporous,reproduction,0,139,,
apostemonous,architecture,0,140,,
apotropous,orientation,0,141,,
apparent,prominence,0,142,,
appendage,structure,0,143,,
appendaged,architecture,0,144,,
appressed,orientation,0,145,,
aquatic,habit,0,146,,
arachnoid,external_texture,1,147,,
arboreous,habit,0,148,,
arborescent,habit,0,149,,
arched,orientation,0,150,,
arched,shape,0,151,,
archegonia,structure,1,152,,
arching,orientation,0,153,,
arching,shape,0,154,,
architecture,character,0,155,,
arcuate,course,0,156,,
arcuate,shape,0,157,,
areola,structure,1,158,,
areolate,relief,0,159,,
aril,structure,1,160,,
arillate,architecture,0,161,,
arillode,structure,0,162,,
arising,orientation,0,163,,
arista,structure,1,164,,
aristate,shape,0,165,,
armed,architecture,0,166,,
aromatic,odor,0,167,,
arranged,arrangement,0,168,,
arrangement,character,0,169,,
arrayed,arrangement,0,170,,
arrowhead-shaped,shape,0,171,,
articulate,architecture,1,172,,
articulation,structure,0,173,,
ascending,orientation,0,174,,
ascidia,structure,0,175,,
ascidiate,architecture,0,176,,
ascidiform,shape,0,177,,
ascidium,structure,0,178,,
asepalous,architecture,0,179,,
aseptate,architecture,0,180,,
asexual,reproduction,0,181,,
ashy,coloration,0,182,,
ashy,taste,0,183,,
assurgent,orientation,0,184,,
astomatiferous,architecture,0,185,,
asymmetric,architecture,1,186,,
asymmetric,shape,1,187,,
atropous,orientation,0,188,,
attached,fixation,0,189,,
attenuate,shape,1,190,,
auricle,structure,0,191,,
auriculate,shape,1,192,,
autogamous,reproduction,0,193,,
automictic,reproduction,0,194,,
autotrophic,nutrition,0,195,,
autumnal,life_style,0,196,,
awl-shaped,shape,0,197,,
awn,structure,0,198,,
awned,shape,1,199,,
axehead-shaped,shape,0,200,,
axe-shaped,shape,0,201,,
axil,structure,0,202,,
axile,arrangement,0,203,,
axillary,position,0,204,,
axis,structure,1,205,,
baccate,architecture,0,206,,
bag-shaped,shape,0,207,,
bald,external_texture,1,208,,
banded,pattern,0,209,,
banner,structure,0,210,,
barb,structure,0,211,,
barbate,external_texture,0,212,,
barbed,architecture,0,213,,
barbed,shape,0,214,,
barbel,structure,0,215,,
barbella,structure,1,216,,
barbellate,architecture,1,217,,
bare,external_texture,0,218,,
bark,structure,0,219,,
barklike,external_texture,0,220,,
basal,position,1,221,,
basal_cell,structure,0,222,,
base,structure,0,223,,
basicauliramous,architecture,0,224,,
basicaulous,position,0,225,,
basifixed,fixation,0,226,,
basipetal,development,0,227,,
basiramous,architecture,0,228,,
basiscopic,orientation,0,229,,
beaded,shape,1,230,,
beak,structure,0,231,,
beaked,shape,1,232,,
beakless,architecture,0,233,,
beaklet,structure,0,234,,
beard,structure,0,235,,
bearded,external_texture,0,236,,
beige,coloration,0,237,,
bellied,shape,0,238,,
bell-shaped,shape,0,239,,
bend,orientation,1,240,,
bent,shape,0,241,,
berry,structure,0,242,,
berrylike,architecture,1,243,,
berrylike,shape,0,244,,
bibracteate,architecture,0,245,,
bicolor,coloration,1,246,,
biconvex,shape,0,247,,
bicristate,shape,0,248,,
bidentate,shape,0,249,,
biennial,life_style,0,250,,
biennials,structure,0,251,,
bifacial,architecture,0,252,,
bifid,shape,0,253,,
bifoliolate,architecture,0,254,,
bifurcate,shape,0,255,,
bigeminate,architecture,0,256,,
bilabiate,architecture,0,257,,
bilateral,arrangement,0,258,,
bilobate,shape,0,259,,
bipyramidal,shape,0,260,,
birettaform,shape,0,261,,
bisexual,reproduction,0,262,,
bisulcate,architecture,0,263,,
bitegmic,architecture,0,264,,
biturbinate,shape,0,265,,
black,coloration,1,266,,
bladder,structure,0,267,,
bladderlike,shape,0,268,,
bladderlike,architecture,0,269,,
blade,structure,0,270,,
bladelike,shape,0,271,,
bladelike,architecture,0,272,,
blister,structure,0,273,,
blistered,relief,0,274,,
blooming,life_stage,0,275,,
blotch,structure,0,276,,
blotched,pattern,1,277,,
blue,coloration,1,278,,
blunt,shape,0,279,,
blush,coloration,1,280,,
boat-shaped,shape,0,281,,
bole,structure,0,282,,
bony,internal_texture,0,283,,
bossed,shape,0,284,,
bostryches,structure,0,285,,
bostryx,structure,0,286,,
bottom-rooted,habit,0,287,,
botuliform,shape,0,288,,
bowl-shaped,shape,0,289,,
brachiate,architecture,0,290,,
bract,structure,0,291,,
bractlet,structure,0,292,,
bracteate,architecture,1,293,,
bractleted,architecture,0,294,,
bracteole,structure,0,295,,
bractless,architecture,0,296,,
bractlike,shape,0,297,,
bractlike,architecture,0,298,,
branch,structure,0,299,,
branchlet,structure,0,300,,
branched,architecture,1,301,,
breadth,character,0,302,,
breast-shaped,shape,0,303,,
brick,coloration,1,304,,
brickwork-like,arrangement,0,305,,
brief,duration,0,306,,
brief,size,0,307,,
bright,reflectance,1,308,,
bright-orange-red,coloration,0,309,,
bright-rose-pink,coloration,0,310,,
bright-yellow,coloration,0,311,,
brilliant,reflectance,0,312,,
bristle,structure,0,313,,
bristled,shape,1,314,,
bristlelike,architecture,0,315,,
bristly,external_texture,0,316,,
brittle,external_texture,0,317,,
broad,width,1,318,,
brochidodromous,venation,0,319,,
bronze,coloration,0,320,,
broomlike,architecture,0,321,,
broomlike,shape,1,322,,
brown,coloration,1,323,,
brushlike,architecture,1,324,,
brushlike,shape,1,325,,
buckler-shaped,shape,0,326,,
bud,structure,0,327,,
bud_scale,structure,0,328,,
budlike,architecture,0,329,,
budlike,shape,0,330,,
bud-scale_scar,structure,0,331,,
buff,coloration,0,332,,
bulb,structure,0,333,,
bulblet,structure,0,334,,
bulbiferous,architecture,1,335,,
bulging,shape,0,336,,
bulla,structure,1,337,,
bullate,relief,0,338,,
bulliform,shape,0,339,,
bumpy,external_texture,0,340,,
bundle,structure,0,341,,
bundle_scar,structure,0,342,,
bundled,architecture,0,343,,
bundled,arrangement,0,344,,
buried,location,0,345,,
burlike,architecture,0,346,,
burlike,shape,0,347,,
bursicle,structure,0,348,,
bush,life_style,0,349,,
bushes,structure,0,350,,
bushlike,habit,1,351,,
butterfly-like,architecture,0,352,,
cactuslike,architecture,0,353,,
cactuslike,shape,0,354,,
caducous,duration,0,355,,
caesious,external_texture,0,356,,
caespitose,habit,0,357,,
calcarate,shape,0,358,,
calceolate,shape,0,359,,
callose,external_texture,0,360,,
callous,external_texture,1,361,,
callus,structure,0,362,,
calyciform,shape,0,363,,
calyculate,architecture,0,364,,
calyculus,structure,1,365,,
calyptra,structure,1,366,,
calyptrate,architecture,0,367,,
calyptriform,shape,0,368,,
calyx,structure,1,369,,
calyx_tube,structure,0,370,,
calyxlike,architecture,0,371,,
calyxlike,shape,0,372,,
campanulate,shape,0,373,,
campylodromous,venation,0,374,,
campylotropous,orientation,0,375,,
canalicular,position,0,376,,
canaliculate,shape,0,377,,
canary,coloration,0,378,,
cancellate,architecture,0,379,,
candelabriform,shape,0,380,,
cane,structure,0,381,,
canescent,external_texture,0,382,,
cap_cell,structure,0,383,,
capillary,shape,1,384,,
capilli,structure,1,385,,
capitate,architecture,0,386,,
capitate,shape,1,387,,
capitula,structure,1,388,,
capitular,position,0,389,,
capitulescence,architecture,0,390,,
capsular,architecture,0,391,,
capsule,structure,0,392,,
carina,structure,1,393,,
carinal,arrangement,0,394,,
carinate,shape,1,395,,
carmine,coloration,0,396,,
carnivorous,nutrition,0,397,,
carnose,internal_texture,0,398,,
carpel,structure,0,399,,
carpellate,architecture,1,400,,
carpophore,structure,0,401,,
carrotlike,shape,0,402,,
carrotlike,architecture,0,403,,
cartilage-like,external_texture,1,404,,
cartilage-like,internal_texture,1,405,,
caruncle,structure,0,406,,
caryophyllaceous,architecture,0,407,,
caryopsis,structure,1,408,,
casing,structure,0,409,,
castaneous,coloration,0,410,,
catadromous,venation,0,411,,
catkin,structure,0,412,,
catkinate,architecture,0,413,,
caudate,shape,0,414,,
caudex,structure,1,415,,
caudicle,structure,0,416,,
caulescent,architecture,0,417,,
cauline,position,0,418,,
cavernous,shape,0,419,,
cell,structure,0,420,,
celled,architecture,1,421,,
central,position,0,422,,
centralia,structure,0,423,,
centralium,structure,0,424,,
centrifugal,development,0,425,,
centripetal,development,0,426,,
cephalous,architecture,0,427,,
ceraceous,external_texture,0,428,,
cereous,external_texture,0,429,,
cernuous,orientation,0,430,,
cespitose,habit,0,431,,
chaff,structure,0,432,,
chaffy,architecture,0,433,,
chaffy,external_texture,0,434,,
chalaza,structure,1,435,,
chalky,coloration,0,436,,
chamber,structure,0,437,,
chambered,architecture,0,438,,
chamogamous,reproduction,0,439,,
channel,structure,0,440,,
channeled,shape,0,441,,
charcoal,coloration,0,442,,
chartaceous,internal_texture,0,443,,
chartaceous,external_texture,0,444,,
chasmogamous,reproduction,0,445,,
checkered,pattern,0,446,,
chestnut,coloration,0,447,,
chewed,relief,0,448,,
chocolate,coloration,0,449,,
choripetalous,architecture,0,450,,
chorisepalous,architecture,0,451,,
cilia,structure,1,452,,
ciliate,architecture,0,453,,
ciliate,shape,0,454,,
ciliolate,external_texture,0,455,,
cincinnate,architecture,0,456,,
cincinnus,structure,1,457,,
circinate,shape,0,458,,
circinate,vernation,0,459,,
circular,arrangement,0,460,,
circular,shape,0,461,,
circumcaulous,position,0,462,,
circumscissile,dehiscence,0,463,,
cirrhous,shape,0,464,,
citrus_fruit,structure,0,465,,
cladode,structure,0,466,,
cladodromous,venation,0,467,,
cladophyll,structure,0,468,,
clambering,habit,0,469,,
clasping,architecture,0,470,,
clathrate,architecture,0,471,,
clavate,shape,0,472,,
claw,structure,0,473,,
clawed,shape,1,474,,
clawlike,architecture,0,475,,
clear,coloration,0,476,,
cleft,shape,0,477,,
cleistogamous,reproduction,0,478,,
climbing,habit,0,479,,
climbing_root,structure,0,480,,
climbing-rooted,architecture,0,481,,
clinandrium,structure,1,482,,
close,arrangement,1,483,,
closing,behaviour,0,484,,
cloying,odor,0,485,,
clublike,shape,1,486,,
cluster,arrangement,1,487,,
clustered,habit,0,488,,
coalescent,fusion,0,489,,
coarse,external_texture,1,490,,
coating,character,0,491,,
cobwebby,external_texture,0,492,,
cocci,structure,1,493,,
cochlear,arrangement,0,494,,
cochleate,shape,0,495,,
coenocarp,structure,0,496,,
coetaneous,maturation,0,497,,
coherent,fusion,0,498,,
cohesive,fusion,0,499,,
coiled,architecture,0,500,,
coleorhiza,structure,0,501,,
collapsing,behaviour,0,502,,
collar,structure,0,503,,
collateral,position,0,504,,
colonial,habit,0,505,,
coloration,character,0,506,,
colored,coloration,1,507,,
colorless,coloration,0,508,,
colpate,architecture,0,509,,
colpi,structure,1,510,,
colporate,architecture,0,511,,
columella,structure,1,512,,
column,structure,0,513,,
column_foot,structure,0,514,,
columnar,shape,1,515,,
columnlike,architecture,0,516,,
coma,structure,1,517,,
comb-shaped,shape,0,518,,
commissure,structure,0,519,,
comose,external_texture,0,520,,
compact,architecture,0,521,,
compact,arrangement,0,522,,
complanate,shape,0,523,,
complete,architecture,0,524,,
complex,architecture,0,525,,
composite,architecture,0,526,,
compound,architecture,0,527,,
compound-lipped,architecture,0,528,,
compressed,shape,0,529,,
concave,shape,0,530,,
concave-tapered,shape,0,531,,
concealed,prominence,0,532,,
concealing,position,0,533,,
concentrated,arrangement,0,534,,
concentric,position,0,535,,
concolor,coloration,1,536,,
condensed,architecture,0,537,,
conduplicate,arrangement,0,538,,
conduplicate,vernation,0,539,,
cone,structure,0,540,,
cone_scale,structure,0,541,,
cone-shaped,shape,1,542,,
confluent,arrangement,0,543,,
congested,architecture,0,544,,
congested,arrangement,0,545,,
conjugate,arrangement,0,546,,
connate,fusion,0,547,,
connate-perfoliate,architecture,0,548,,
connected,fusion,0,549,,
connective,structure,0,550,,
connivent,arrangement,0,551,,
consecutive,arrangement,0,552,,
conspicuous,prominence,0,553,,
constricted,size,0,554,,
contiguous,arrangement,0,555,,
continuous,architecture,0,556,,
contorted,shape,0,557,,
contorted,arrangement,0,558,,
contortuplicate,arrangement,0,559,,
contortuplicate,vernation,0,560,,
contracted,size,1,561,,
contractile,architecture,0,562,,
convex,shape,0,563,,
convolute,arrangement,0,564,,
convolute,shape,0,565,,
copious,count,0,566,,
copper,coloration,0,567,,
coral,coloration,0,568,,
cordate,shape,1,569,,
cordate-ovate,shape,0,570,,
cordlike,shape,0,571,,
cordlike,architecture,0,572,,
coriaceous,external_texture,0,573,,
coriaceous,internal_texture,0,574,,
corky,internal_texture,0,575,,
corky,external_texture,0,576,,
corm,structure,0,577,,
cormlike,architecture,1,578,,
cormlike,shape,0,579,,
corncob-like,architecture,0,580,,
corncob-like,shape,0,581,,
corneous,external_texture,0,582,,
cornicula,structure,1,583,,
corniculate,shape,1,584,,
corolla,structure,1,585,,
corolla_tube,structure,0,586,,
corollalike,architecture,0,587,,
corona,structure,1,588,,
coronal,position,0,589,,
coronate,shape,1,590,,
corrugate,arrangement,0,591,,
corrugate,relief,0,592,,
corticate,external_texture,0,593,,
corymb,structure,0,594,,
corymbiform,architecture,1,595,,
costa,structure,1,596,,
costal,position,0,597,,
costate,architecture,0,598,,
costule,structure,0,599,,
cottony,external_texture,0,600,,
cotyledon,structure,0,601,,
cotyliform,shape,0,602,,
cotyloid,architecture,0,603,,
course,character,0,604,,
craspedodromous,venation,0,605,,
crassate,architecture,0,606,,
crassinucellate,architecture,0,607,,
crateriform,shape,0,608,,
cream,coloration,1,609,,
creeping,habit,0,610,,
crena,structure,1,611,,
crenate,shape,1,612,,
crenule,structure,0,613,,
crescent,shape,1,614,,
crest,structure,0,615,,
crested,shape,1,616,,
crestlike,architecture,0,617,,
crimson,coloration,0,618,,
crinkled,shape,1,619,,
crinkly,external_texture,0,620,,
crispate,shape,1,621,,
crista,structure,1,622,,
cristate,shape,0,623,,
crooked,orientation,0,624,,
crooked,course,0,625,,
cross-fertilizing,reproduction,0,626,,
cross-shaped,shape,0,627,,
cross-shaped,architecture,0,628,,
cross-vein,structure,0,629,,
crowded,arrangement,0,630,,
crown-shaped,shape,0,631,,
crozier,structure,0,632,,
cruciate,architecture,0,633,,
cruciate,shape,0,634,,
cruciferous,architecture,0,635,,
crumbling,external_texture,0,636,,
crumbling,internal_texture,0,637,,
crumpled,arrangement,0,638,,
crustaceous,external_texture,0,639,,
crusty,external_texture,0,640,,
cuboid,shape,0,641,,
cucullate,shape,1,642,,
cucullate,architecture,0,643,,
cuculli,structure,1,644,,
culm,structure,0,645,,
cuneate,shape,0,646,,
cuniculate,shape,0,647,,
cuplike,shape,1,648,,
cupule,structure,0,649,,
curled,shape,1,650,,
curved,course,1,651,,
curved,orientation,1,652,,
cushionlike,shape,1,653,,
cushionlike,architecture,0,654,,
cuspidate,shape,0,655,,
cut,shape,0,656,,
cyan,coloration,1,657,,
cyathia,structure,0,658,,
cyathiate,architecture,0,659,,
cyathiform,shape,0,660,,
cyathium,structure,0,661,,
cycle,structure,0,662,,
cyclic,arrangement,0,663,,
cylinders,shape,1,664,,
cymbiform,shape,0,665,,
cyme,structure,0,666,,
cymose,architecture,1,667,,
cymule,structure,0,668,,
cypsela,structure,1,669,,
daggerlike,shape,0,670,,
daggerlike,architecture,0,671,,
dark,coloration,1,672,,
darker-pink,coloration,1,673,,
day-blooming,habit,0,674,,
dead,life_stage,0,675,,
deciduous,habit,0,676,,
declined,orientation,1,677,,
decompound,architecture,0,678,,
decreasing,count,0,679,,
decreasing,size,0,680,,
decumbent,habit,0,681,,
decurrent,shape,0,682,,
decussate,arrangement,0,683,,
deep,depth,0,684,,
deepening,coloration,0,685,,
defined,prominence,0,686,,
deflexed,orientation,0,687,,
dehiscence,character,0,688,,
dehiscent,dehiscence,1,689,,
delicate,fragility,0,690,,
deliquescent,external_texture,0,691,,
deliquescent,internal_texture,0,692,,
deltate,shape,1,693,,
dendritic,architecture,0,694,,
dens,structure,0,695,,
dense,density,1,696,,
dentate,shape,1,697,,
dentes,structure,0,698,,
depressed,shape,0,699,,
depressed-spheric,shape,0,700,,
derivation,character,0,701,,
descend,orientation,1,702,,
desiccated,condition,0,703,,
detachable,fragility,0,704,,
detached,fusion,0,705,,
determinate,development,0,706,,
developed,development,1,707,,
development,character,0,708,,
dextrorse,orientation,0,709,,
diacytic,architecture,0,710,,
diagonal,position,0,711,,
dialypetalous,architecture,0,712,,
dialysepalous,architecture,0,713,,
diam,character,0,714,,
diameter,character,1,715,,
diamond-shaped,shape,0,716,,
diaphragmed,architecture,0,717,,
dichasiate,architecture,0,718,,
dichasiform,arrangement,0,719,,
dichasiiform,architecture,0,720,,
dichasium,structure,1,721,,
dichasium-like,architecture,0,722,,
dichlamydeous,architecture,0,723,,
dichogamous,maturation,0,724,,
dichotomous,architecture,0,725,,
diclesium,structure,1,726,,
diclinous,reproduction,0,727,,
dicotyledonous,reproduction,0,728,,
didynamous,architecture,0,729,,
differentiated,variability,0,730,,
diffuse,density,0,731,,
diffuse,architecture,0,732,,
diffuse_root,structure,0,733,,
diffuse-porous,external_texture,0,734,,
diffuse-rooted,architecture,0,735,,
digamous,reproduction,0,736,,
digitate,architecture,0,737,,
dilate,shape,1,738,,
dimension,character,0,739,,
dimidiate,shape,0,740,,
diminished,size,1,741,,
dimorphic,habit,0,742,,
dingy,coloration,0,743,,
dioecious,reproduction,0,744,,
diplecolobal,arrangement,0,745,,
diplecolobal,architecture,0,746,,
diplostemonous,architecture,0,747,,
diplotegium,structure,1,748,,
directed,orientation,0,749,,
dirty,coloration,0,750,,
disappearing,behaviour,0,751,,
disarticulating,architecture,0,752,,
disc,structure,0,753,,
disc_floret,structure,0,754,,
discal,position,0,755,,
discernible,prominence,0,756,,
disciform,architecture,1,757,,
disciform,shape,0,758,,
discoid,shape,0,759,,
discolor,coloration,1,760,,
discrete,fusion,0,761,,
disintegrating,dehiscence,0,762,,
disk,structure,0,763,,
dislodged,fragility,0,764,,
disposed,arrangement,0,765,,
dissected,shape,0,766,,
dissepiment,structure,0,767,,
distal,position,1,768,,
distant,arrangement,0,769,,
distichous,arrangement,0,770,,
distinct,fusion,0,771,,
distinctive,prominence,0,772,,
distinguishable,prominence,0,773,,
distorted,shape,0,774,,
distorted,condition,0,775,,
distributed,arrangement,0,776,,
diurnal,habit,0,777,,
divaricate,arrangement,0,778,,
divergent,arrangement,0,779,,
diverging,orientation,0,780,,
divided,shape,0,781,,
division,structure,0,782,,
dolabrate,shape,1,783,,
domelike,shape,1,784,,
dorsal,position,0,785,,
dorsifixed,fixation,0,786,,
dorsiventral,architecture,1,787,,
dot,structure,0,788,,
dot-like,shape,0,789,,
dots,pattern,1,790,,
dots,coloration,0,791,,
dots,relief,0,792,,
dovetailing,habit,0,793,,
downcurved,orientation,0,794,,
downy,external_texture,0,795,,
drab,reflectance,0,796,,
drab,habit,0,797,,
dried,condition,1,798,,
drooping,orientation,0,799,,
dropper,structure,0,800,,
drupaceous,architecture,0,801,,
drupe,structure,0,802,,
drupelet,structure,0,803,,
dry,internal_texture,0,804,,
dull,reflectance,1,805,,
duplicate,arrangement,0,806,,
duration,character,0,807,,
dusky,coloration,0,808,,
dusky,reflectance,0,809,,
dusty,external_texture,0,810,,
dwarf,height,0,811,,
dwarfed,size,0,812,,
dyad,structure,0,813,,
dying,condition,0,814,,
ear,structure,0,815,,
eared,shape,0,816,,
early-maturing,maturation,0,817,,
ear-shaped,shape,0,818,,
ebracteate,architecture,1,819,,
eccentric,position,0,820,,
echinate,architecture,0,821,,
egg-shaped,shape,0,822,,
eglandular,architecture,0,823,,
elaiosome,structure,0,824,,
elaminate,architecture,0,825,,
elastic,external_texture,0,826,,
elastoviscin,structure,0,827,,
elater,structure,0,828,,
elevated,prominence,0,829,,
ellipsoid,shape,1,830,,
elliptic,arrangement,0,831,,
elliptical,shape,0,832,,
elongate,shape,0,833,,
elongated,length,1,834,,
emarginate,shape,0,835,,
emargination,structure,0,836,,
embryo,structure,0,837,,
embryo_sac,structure,0,838,,
embryotega,structure,1,839,,
emergent,location,0,840,,
emersed,location,0,841,,
enation,structure,0,842,,
enclosed,position,0,843,,
endocarp,structure,0,844,,
endophytic,habit,0,845,,
endosperm,structure,0,846,,
enfolding,position,0,847,,
enlarged,size,1,848,,
ensate,shape,0,849,,
ensiform,shape,0,850,,
entangled,arrangement,0,851,,
entire,shape,0,852,,
entomophilous,reproduction,0,853,,
enzymatic,exudation,0,854,,
epaleate,architecture,1,855,,
epappose,architecture,0,856,,
ephemeral,duration,0,857,,
epibracteal,position,0,858,,
epicalyx,structure,1,859,,
epicarp,structure,0,860,,
epichilium,structure,0,861,,
epicotyl,structure,0,862,,
epidermal_cell,structure,0,863,,
epidermis,structure,1,864,,
epigeal,location,1,865,,
epigynous,position,0,866,,
epinastic,development,0,867,,
epipetalous,position,0,868,,
epiphyllous,position,0,869,,
epiphytic,habit,0,870,,
epipterous,shape,0,871,,
epirhizal,position,0,872,,
episepalous,position,0,873,,
epistomatic,architecture,1,874,,
epistomic,architecture,0,875,,
epulvinate,architecture,0,876,,
equal,variability,0,877,,
equatorial,position,0,878,,
equatorial_ridge,structure,0,879,,
equilateral,shape,0,880,,
equitant,arrangement,0,881,,
eradicate,architecture,0,882,,
eramous,architecture,0,883,,
erect,orientation,0,884,,
eroded,relief,0,885,,
erose,relief,0,886,,
estipulate,architecture,0,887,,
estrophiolate,architecture,0,888,,
eucamptodromous,venation,0,889,,
eusporangiate,reproduction,0,890,,
evening-blooming,habit,0,891,,
even-pinnate,architecture,0,892,,
evergreen,habit,0,893,,
evident,prominence,0,894,,
exalate,architecture,0,895,,
exalbuminous,architecture,0,896,,
excavate,architecture,1,897,,
excurrent,architecture,0,898,,
exfoliating,relief,0,899,,
exindusiate,architecture,0,900,,
exocarp,structure,0,901,,
exogamous,reproduction,0,902,,
expanded,size,1,903,,
explosive,dehiscence,0,904,,
exposed,prominence,0,905,,
exsert,position,1,906,,
exsertion,behaviour,0,907,,
exstipulate,architecture,1,908,,
extended,size,0,909,,
extent,character,0,910,,
extrafloral,position,0,911,,
extravaginal,position,0,912,,
extreme,position,0,913,,
extrorse,orientation,0,914,,
extrorse,dehiscence,0,915,,
exudation,character,0,916,,
eyespotted,pattern,0,917,,
face,structure,0,918,,
faced,shape,0,919,,
faceted,shape,0,920,,
facultative,life_style,0,921,,
fading,coloration,0,922,,
falcate,shape,0,923,,
falling,behaviour,0,924,,
fan-shaped,shape,0,925,,
farina,structure,1,926,,
farinaceous,external_texture,1,927,,
fasciate,fusion,1,928,,
fascicle,structure,1,929,,
fascicled,architecture,1,930,,
fascicled,arrangement,1,931,,
fastigiate,arrangement,0,932,,
fatiscent,external_texture,0,933,,
featherlike,shape,1,934,,
featherlike,architecture,0,935,,
felted,external_texture,1,936,,
female,reproduction,1,937,,
female_cone,structure,0,938,,
fenestrate,architecture,0,939,,
fertile,reproduction,0,940,,
fertile_frond,structure,0,941,,
fetid,odor,0,942,,
few,count,1,943,,
fibrous,internal_texture,0,944,,
fibrous_root,structure,0,945,,
fibrous-rooted,architecture,0,946,,
fid,shape,0,947,,
fiddlehead,structure,0,948,,
fiddle-shaped,shape,0,949,,
fig,structure,0,950,,
filament,structure,0,951,,
filamentous,external_texture,0,952,,
filiform,shape,0,953,,
fimbria,structure,1,954,,
fimbriate,shape,1,955,,
fine,width,0,956,,
fine-fringed,shape,0,957,,
fine-pitted,relief,0,958,,
firm,internal_texture,0,959,,
first_glume,structure,0,960,,
fissure,structure,0,961,,
fissured,relief,0,962,,
fistulose,shape,0,963,,
fixation,character,0,964,,
fixed,fixation,0,965,,
flabellate,shape,1,966,,
flabelliramous,architecture,0,967,,
flaccid,internal_texture,0,968,,
flagella,structure,1,969,,
flagelliform,shape,0,970,,
flagged,architecture,0,971,,
flaky,fragility,0,972,,
flange,structure,0,973,,
flanged,shape,0,974,,
flared,shape,1,975,,
